Name,mode,scale,label,eta,validity,fid,sfid,is,precision,recall
guide_mode=dynamic-nog-0.1*a+scale=100+label=6,dynamic-nog-0.1*a,100,6,1,0.5415,109.0326226,145.812807,5.669751167,0.446289063,0.363
guide_mode=dynamic-nog-0.5*a+scale=5+label=6,dynamic-nog-0.5*a,5,6,1,0.4888,109.5580871,144.5977555,5.178346157,0.387695313,0.37
guide_mode=dynamic-one-0.1*(1-a)+scale=20+label=6,dynamic-one-0.1*(1-a),20,6,1,0.6406,110.8885349,141.5248712,4.678214073,0.446289063,0.221
guide_mode=dynamic-two-0.5*a*(1-a)+scale=100+label=8,dynamic-two-0.5*a*(1-a),100,8,1,0.7651,64.11557494,115.1445567,4.424347401,0.4921875,0.423
guide_mode=dynamic-full-0.1*a*(1-a)+scale=50+label=1,dynamic-full-0.1*a*(1-a),50,1,1,0.1777,111.9932418,135.6167583,6.695183754,0.201171875,0.642
guide_mode=dynamic-full-0.5*a*(1-a)+scale=2+label=6,dynamic-full-0.5*a*(1-a),2,6,1,0.0981,112.1150076,148.1030654,8.065301895,0.331542969,0.643
guide_mode=dynamic-nog-0.5+scale=50+label=6,dynamic-nog-0.5,50,6,1,0.5991,112.4681705,147.732858,4.841166496,0.462402344,0.26
guide_mode=dynamic-one-0.1*(1-a)+scale=2+label=1,dynamic-one-0.1*(1-a),2,1,1,0.3242,113.2652723,132.9504112,5.002885818,0.246582031,0.347
guide_mode=dynamic-one-0.5*(1-a)+scale=5+label=6,dynamic-one-0.5*(1-a),5,6,1,0.459,115.2326516,140.8160429,5.477352142,0.417480469,0.432
guide_mode=dynamic-two-0.5*a-0.5*(1-a)+scale=2+label=8,dynamic-two-0.5*a-0.5*(1-a),2,8,1,0.3613,100.1279495,127.3532171,5.555459023,0.322753906,0.584
guide_mode=dynamic-two-0.5*a-0.5*(1-a)+scale=5+label=8,dynamic-two-0.5*a-0.5*(1-a),5,8,1,0.5469,77.92491288,121.9484884,4.950870037,0.423828125,0.519
guide_mode=dynamic-full-0.1*a*(1-a)+scale=5+label=6,dynamic-full-0.1*a*(1-a),5,6,1,0.0815,116.0231488,150.2195488,7.999214172,0.328613281,0.595
guide_mode=dynamic-one-0.5*(1-a)+scale=50+label=6,dynamic-one-0.5*(1-a),50,6,1,0.5762,116.0595106,144.7202543,5.3089118,0.440917969,0.334
guide_mode=dynamic-two-0.5*a-0.5*(1-a)+scale=20+label=8,dynamic-two-0.5*a-0.5*(1-a),20,8,1,0.7563,60.19060396,119.0119938,4.10009861,0.515625,0.402
guide_mode=dynamic-full-0.1*a*(1-a)+scale=2+label=6,dynamic-full-0.1*a*(1-a),2,6,1,0.0718,117.4094919,150.9266758,8.034475327,0.327148438,0.594
guide_mode=dynamic-nog-0.5+scale=5+label=6,dynamic-nog-0.5,5,6,1,0.4746,119.0573181,151.3729819,5.079770565,0.380859375,0.291
guide_mode=dynamic-two-0.5*a-0.5*(1-a)+scale=100+label=6,dynamic-two-0.5*a-0.5*(1-a),100,6,1,0.5356,120.8300338,149.6852762,5.694037914,0.428710938,0.445
guide_mode=dynamic-full-0.5*a*(1-a)+scale=5+label=1,dynamic-full-0.5*a*(1-a),5,1,1,0.1255,120.9034207,144.3883331,7.527911186,0.1796875,0.624
guide_mode=dynamic-two-0.5*a-0.5*(1-a)+scale=50+label=8,dynamic-two-0.5*a-0.5*(1-a),50,8,1,0.7642,70.58813071,119.7001892,4.115904808,0.46484375,0.366
guide_mode=dynamic-one-0.1*(1-a)+scale=50+label=6,dynamic-one-0.1*(1-a),50,6,1,0.5732,123.4341112,146.7438063,4.925593376,0.42578125,0.211
guide_mode=manifold+scale=50+label=6,manifold,50,6,1,0.4976,124.1275526,149.0177776,5.672109127,0.395019531,0.4
guide_mode=dynamic-full-0.1*a*(1-a)+scale=20+label=1,dynamic-full-0.1*a*(1-a),20,1,1,0.1152,124.3875352,141.3502566,7.654366016,0.162109375,0.61
guide_mode=dynamic-two-0.5*a-0.5*(1-a)+scale=100+label=8,dynamic-two-0.5*a-0.5*(1-a),100,8,1,0.7021,84.46735186,120.8292502,4.602209568,0.438964844,0.367
guide_mode=manifold+scale=1+label=8,manifold,1,8,1,0.6948,56.06576214,110.6211455,4.669867516,0.474121094,0.534
guide_mode=dynamic-nog-0.5*a+scale=100+label=6,dynamic-nog-0.5*a,100,6,1,0.5435,125.4326073,151.740009,5.248906612,0.441894531,0.285
guide_mode=dynamic-nog-0.5*a+scale=2+label=6,dynamic-nog-0.5*a,2,6,1,0.3555,125.9802506,151.8840207,5.332092285,0.360351563,0.36
guide_mode=dynamic-full-0.5*a*(1-a)+scale=2+label=1,dynamic-full-0.5*a*(1-a),2,1,1,0.0923,127.7496073,146.6986465,8.098011017,0.158691406,0.62
guide_mode=dynamic-one-0.5*(1-a)+scale=100+label=6,dynamic-one-0.5*(1-a),100,6,1,0.5352,128.6857382,150.1330745,5.430869579,0.440429688,0.317
guide_mode=dynamic-one-0.1*(1-a)+scale=5+label=6,dynamic-one-0.1*(1-a),5,6,1,0.4424,128.7093736,146.8004681,5.104187965,0.384277344,0.258
guide_mode=manifold+scale=2+label=8,manifold,2,8,1,0.8091,46.89473095,110.9718601,4.326877117,0.536621094,0.512
guide_mode=dynamic-full-0.1*a*(1-a)+scale=5+label=1,dynamic-full-0.1*a*(1-a),5,1,1,0.0806,131.605534,144.1355136,8.112687111,0.139648438,0.627
guide_mode=manifold+scale=5+label=8,manifold,5,8,1,0.8608,46.66950853,112.2766205,4.035800934,0.549804688,0.438
guide_mode=dynamic-full-0.1*a*(1-a)+scale=2+label=1,dynamic-full-0.1*a*(1-a),2,1,1,0.0728,132.8513589,144.7172724,8.08893013,0.134277344,0.612
guide_mode=dynamic-nog-0.5+scale=100+label=6,dynamic-nog-0.5,100,6,1,0.5254,133.5333989,153.2874134,5.379141331,0.404785156,0.272
guide_mode=dynamic-one-0.5*(1-a)+scale=2+label=6,dynamic-one-0.5*(1-a),2,6,1,0.3223,133.551995,147.1349162,5.488903522,0.368164063,0.389
guide_mode=dynamic-nog-0.5+scale=2+label=6,dynamic-nog-0.5,2,6,1,0.3247,134.378238,160.9763292,5.2111063,0.34765625,0.294
guide_mode=dynamic-one-0.1*(1-a)+scale=100+label=6,dynamic-one-0.1*(1-a),100,6,1,0.5205,136.7349427,151.0175411,5.259345055,0.403808594,0.212
guide_mode=manifold+scale=20+label=8,manifold,20,8,1,0.7637,70.60154539,115.1539238,4.599548817,0.482421875,0.403
guide_mode=manifold+scale=50+label=8,manifold,50,8,1,0.6855,88.27116548,117.174799,4.982554436,0.427246094,0.369
guide_mode=dynamic-one-0.1*(1-a)+scale=2+label=6,dynamic-one-0.1*(1-a),2,6,1,0.2842,142.8432455,153.9272796,5.023994446,0.327636719,0.244
guide_mode=classifier+scale=0.1+label=1,classifier,0.1,1,0,0.3765,73.03679375,127.6358545,5.598959446,0.368164063,0.644
guide_mode=classifier+scale=0.1+label=6,classifier,0.1,6,0,0.355,71.61812486,134.6252446,6.340681076,0.438964844,0.647
guide_mode=classifier+scale=0.1+label=8,classifier,0.1,8,0,0.498,65.88417663,115.1203857,5.978352547,0.419433594,0.568
guide_mode=classifier+scale=0.25+label=1,classifier,0.25,1,0,0.6982,39.74736468,117.6300295,3.821718454,0.555175781,0.538
guide_mode=classifier+scale=0.25+label=6,classifier,0.25,6,0,0.6582,43.09627712,131.3815224,4.288852215,0.612304688,0.589
guide_mode=classifier+scale=0.25+label=8,classifier,0.25,8,0,0.8564,32.91133541,114.9029214,3.6887362,0.687011719,0.44
guide_mode=classifier+scale=0.5+label=1,classifier,0.5,1,0,0.8423,31.1121413,116.3678106,3.029120207,0.674804688,0.453
guide_mode=classifier+scale=0.5+label=6,classifier,0.5,6,0,0.8496,39.05506257,137.7010449,2.99293828,0.732421875,0.472
guide_mode=classifier+scale=0.5+label=8,classifier,0.5,8,0,0.9644,36.21923074,134.381572,2.867405653,0.787597656,0.304
guide_mode=classifier+scale=1.0+label=1,classifier,1,1,0,0.9204,33.57208131,120.7672097,2.830887794,0.693359375,0.376
guide_mode=classifier+scale=1.0+label=6,classifier,1,6,0,0.9331,49.57289328,152.6194593,2.390966892,0.798339844,0.381
guide_mode=classifier+scale=1.0+label=8,classifier,1,8,0,0.9873,49.20077615,173.5026135,2.442238092,0.823242188,0.152
guide_mode=classifier+scale=2.0+label=1,classifier,2,1,0,0.9268,46.64354864,131.5190521,2.995669365,0.625,0.281
guide_mode=classifier+scale=2.0+label=6,classifier,2,6,0,0.9648,67.80990604,176.9397487,2.090962172,0.818359375,0.244
guide_mode=classifier+scale=2.0+label=8,classifier,2,8,0,0.9927,67.01356883,238.1261224,2.083899498,0.789550781,0.067
guide_mode=dynamic-fonly+scale=2+label=1,dynamic-fonly,2,1,0,0.2827,91.90638693,132.5203606,5.865181923,0.293457031,0.638
guide_mode=dynamic-fonly+scale=2+label=6,dynamic-fonly,2,6,0,0.2583,88.36163162,138.6564732,6.32042551,0.404785156,0.627
guide_mode=dynamic-fonly+scale=2+label=8,dynamic-fonly,2,8,0,0.3345,90.69698349,119.779555,6.476410866,0.313476563,0.638
guide_mode=dynamic-fonly+scale=5+label=1,dynamic-fonly,5,1,0,0.4639,66.64225095,127.0163022,4.762667656,0.397949219,0.607
guide_mode=dynamic-fonly+scale=5+label=6,dynamic-fonly,5,6,0,0.3613,80.4922037,136.9846751,5.989751816,0.436035156,0.637
guide_mode=dynamic-fonly+scale=5+label=8,dynamic-fonly,5,8,0,0.4287,73.62778279,116.5359326,5.807380199,0.373046875,0.597
guide_mode=dynamic-fonly+scale=20+label=1,dynamic-fonly,20,1,0,0.7212,57.10099859,131.0841277,3.664328098,0.526367188,0.483
guide_mode=dynamic-fonly+scale=20+label=6,dynamic-fonly,20,6,0,0.4238,92.2104168,141.5539707,5.457801342,0.462890625,0.57
guide_mode=dynamic-fonly+scale=20+label=8,dynamic-fonly,20,8,0,0.5908,56.31523527,113.7488731,4.936484814,0.456054688,0.533
guide_mode=dynamic-fonly+scale=50+label=1,dynamic-fonly,50,1,0,0.7705,88.38791397,144.4795204,3.57447648,0.43359375,0.311
guide_mode=dynamic-fonly+scale=50+label=6,dynamic-fonly,50,6,0,0.4224,115.1928836,149.3451416,5.045080662,0.428222656,0.482
guide_mode=dynamic-fonly+scale=100+label=1,dynamic-fonly,100,1,0,0.7393,100.9670944,147.7394375,3.700223684,0.412597656,0.313
guide_mode=dynamic-nog-0.1+scale=2+label=1,dynamic-nog-0.1,2,1,0,0.3037,93.40655611,127.6018295,5.618100643,0.280761719,0.58
guide_mode=dynamic-nog-0.1+scale=2+label=6,dynamic-nog-0.1,2,6,0,0.2812,105.5976625,139.7330963,6.067409039,0.388671875,0.595
guide_mode=dynamic-nog-0.1+scale=2+label=8,dynamic-nog-0.1,2,8,0,0.3179,105.5982821,115.869477,6.068359852,0.33203125,0.58
guide_mode=dynamic-nog-0.1+scale=5+label=1,dynamic-nog-0.1,5,1,0,0.4829,68.92178723,122.0888069,4.635516167,0.406738281,0.545
guide_mode=dynamic-nog-0.1+scale=5+label=6,dynamic-nog-0.1,5,6,0,0.3647,97.89793211,136.2681301,5.948036671,0.411132813,0.548
guide_mode=dynamic-nog-0.1+scale=5+label=8,dynamic-nog-0.1,5,8,0,0.4194,88.98096059,114.2924846,5.680224895,0.37890625,0.553
guide_mode=dynamic-nog-0.1+scale=20+label=1,dynamic-nog-0.1,20,1,0,0.7393,60.02598587,126.6246982,3.626526594,0.491699219,0.413
guide_mode=dynamic-nog-0.1+scale=20+label=6,dynamic-nog-0.1,20,6,0,0.4297,106.9460853,139.5258489,5.437309742,0.443847656,0.515
guide_mode=dynamic-nog-0.1+scale=20+label=8,dynamic-nog-0.1,20,8,0,0.5684,70.36073435,113.7841695,5.062821865,0.448242188,0.481
guide_mode=dynamic-nog-0.1+scale=50+label=1,dynamic-nog-0.1,50,1,0,0.7915,91.55148067,140.3907495,3.526346922,0.403808594,0.269
guide_mode=dynamic-nog-0.1+scale=50+label=6,dynamic-nog-0.1,50,6,0,0.4258,127.5318827,147.4811322,5.023076534,0.433105469,0.465
guide_mode=dynamic-nog-0.1+scale=50+label=8,dynamic-nog-0.1,50,8,0,0.647,64.08566493,114.3838643,4.473364353,0.490234375,0.425
guide_mode=dynamic-nog-0.1+scale=100+label=1,dynamic-nog-0.1,100,1,0,0.7402,104.478429,144.1804526,3.625463724,0.392089844,0.252
guide_mode=dynamic-nog-0.1+scale=100+label=6,dynamic-nog-0.1,100,6,0,0.4375,136.1800791,152.968059,5.105069637,0.432128906,0.48
guide_mode=dynamic-nog-0.1+scale=100+label=8,dynamic-nog-0.1,100,8,0,0.6953,65.87726153,115.3185763,4.219217777,0.500488281,0.399
guide_mode=dynamic-nog-0.1*a+scale=2+label=1,dynamic-nog-0.1*a,2,1,0,0.3032,91.097826,128.5187843,5.749311447,0.288574219,0.624
guide_mode=dynamic-nog-0.1*a+scale=2+label=6,dynamic-nog-0.1*a,2,6,0,0.2832,99.21465764,138.8590614,6.190547943,0.390136719,0.63
guide_mode=dynamic-nog-0.1*a+scale=2+label=8,dynamic-nog-0.1*a,2,8,0,0.3149,100.3086212,117.0455801,6.239929199,0.327148438,0.612
guide_mode=dynamic-nog-0.1*a+scale=5+label=1,dynamic-nog-0.1*a,5,1,0,0.4824,66.59024482,123.3166532,4.613644123,0.40625,0.558
guide_mode=dynamic-nog-0.1*a+scale=5+label=6,dynamic-nog-0.1*a,5,6,0,0.3691,91.52404994,136.289785,5.947285652,0.423339844,0.582
guide_mode=dynamic-nog-0.1*a+scale=5+label=8,dynamic-nog-0.1*a,5,8,0,0.4097,83.67774917,115.0170157,5.69756794,0.381347656,0.581
guide_mode=dynamic-nog-0.1*a+scale=20+label=1,dynamic-nog-0.1*a,20,1,0,0.7363,58.60922641,128.1001503,3.608118534,0.508789063,0.424
guide_mode=dynamic-nog-0.1*a+scale=20+label=6,dynamic-nog-0.1*a,20,6,0,0.4312,102.403755,140.4738139,5.400902271,0.450195313,0.533
guide_mode=dynamic-nog-0.1*a+scale=20+label=8,dynamic-nog-0.1*a,20,8,0,0.5649,65.21537734,113.6685195,4.964365482,0.453125,0.501
guide_mode=dynamic-nog-0.1*a+scale=50+label=1,dynamic-nog-0.1*a,50,1,0,0.7822,89.91272266,141.6012293,3.540004492,0.424316406,0.294
guide_mode=dynamic-nog-0.1*a+scale=50+label=6,dynamic-nog-0.1*a,50,6,0,0.4219,123.817007,148.5593162,4.962892532,0.423828125,0.47
guide_mode=dynamic-nog-0.1*a+scale=50+label=8,dynamic-nog-0.1*a,50,8,0,0.6587,59.69161859,114.2184196,4.421567917,0.493652344,0.442
guide_mode=dynamic-nog-0.1*a+scale=100+label=1,dynamic-nog-0.1*a,100,1,0,0.7432,102.8413725,145.13921,3.689911842,0.40234375,0.286
guide_mode=dynamic-nog-0.1*a+scale=100+label=6,dynamic-nog-0.1*a,100,6,0,0.4404,134.2316053,153.597102,5.193714142,0.425292969,0.516
guide_mode=dynamic-nog-0.1*a+scale=100+label=8,dynamic-nog-0.1*a,100,8,0,0.6997,62.09841642,115.2371291,4.145989895,0.511230469,0.394
guide_mode=dynamic-nog-0.5+scale=2+label=1,dynamic-nog-0.5,2,1,0,0.2993,116.4962365,137.6106115,4.802167416,0.225585938,0.412
guide_mode=dynamic-nog-0.5+scale=2+label=6,dynamic-nog-0.5,2,6,0,0.2441,152.1374212,161.9234806,5.105247974,0.33203125,0.312
guide_mode=dynamic-nog-0.5+scale=2+label=8,dynamic-nog-0.5,2,8,0,0.2998,134.7800242,126.8974068,4.784482956,0.378417969,0.375
guide_mode=dynamic-nog-0.5+scale=5+label=1,dynamic-nog-0.5,5,1,0,0.479,92.57116539,128.4625261,4.520173073,0.312988281,0.351
guide_mode=dynamic-nog-0.5+scale=5+label=6,dynamic-nog-0.5,5,6,0,0.3213,144.7785222,153.9034555,5.020483017,0.37109375,0.25
guide_mode=dynamic-nog-0.5+scale=5+label=8,dynamic-nog-0.5,5,8,0,0.396,124.7538488,127.5881962,4.827372551,0.3984375,0.343
guide_mode=dynamic-nog-0.5+scale=20+label=1,dynamic-nog-0.5,20,1,0,0.7412,78.92547054,127.1399516,3.751647234,0.399902344,0.265
guide_mode=dynamic-nog-0.5+scale=20+label=6,dynamic-nog-0.5,20,6,0,0.3789,147.6680132,147.2118349,4.885153294,0.400390625,0.328
guide_mode=dynamic-nog-0.5+scale=20+label=8,dynamic-nog-0.5,20,8,0,0.5371,110.3383055,128.9166732,4.515984535,0.432617188,0.306
guide_mode=dynamic-nog-0.5+scale=50+label=1,dynamic-nog-0.5,50,1,0,0.7773,107.1898738,138.0469804,3.485559464,0.342773438,0.202
guide_mode=dynamic-nog-0.5+scale=50+label=6,dynamic-nog-0.5,50,6,0,0.3901,160.7426555,150.1853223,4.817106247,0.376464844,0.298
guide_mode=dynamic-nog-0.5+scale=50+label=8,dynamic-nog-0.5,50,8,0,0.6196,102.8059469,127.5579261,4.368189812,0.458007813,0.266
guide_mode=dynamic-nog-0.5+scale=100+label=1,dynamic-nog-0.5,100,1,0,0.7324,117.6103055,140.7799495,3.485307932,0.34375,0.186
guide_mode=dynamic-nog-0.5+scale=100+label=6,dynamic-nog-0.5,100,6,0,0.4102,164.5814792,154.5241302,4.800400257,0.374023438,0.304
guide_mode=dynamic-nog-0.5+scale=100+label=8,dynamic-nog-0.5,100,8,0,0.6562,100.8274829,125.7951829,4.265152454,0.48828125,0.233
guide_mode=dynamic-nog-0.5*a+scale=2+label=1,dynamic-nog-0.5*a,2,1,0,0.334,99.39832164,129.2282196,5.215420246,0.271484375,0.478
guide_mode=dynamic-nog-0.5*a+scale=2+label=6,dynamic-nog-0.5*a,2,6,0,0.2773,134.0538858,148.184481,5.700295925,0.362792969,0.475
guide_mode=dynamic-nog-0.5*a+scale=2+label=8,dynamic-nog-0.5*a,2,8,0,0.2954,122.8242432,119.5789972,5.455717564,0.369140625,0.459
guide_mode=dynamic-nog-0.5*a+scale=5+label=1,dynamic-nog-0.5*a,5,1,0,0.5122,75.94685762,123.121485,4.527292252,0.361816406,0.447
guide_mode=dynamic-nog-0.5*a+scale=5+label=6,dynamic-nog-0.5*a,5,6,0,0.3594,126.2805775,142.7851806,5.580276012,0.382324219,0.403
guide_mode=dynamic-nog-0.5*a+scale=5+label=8,dynamic-nog-0.5*a,5,8,0,0.3882,109.3367396,118.7127834,5.30767107,0.397460938,0.446
guide_mode=dynamic-nog-0.5*a+scale=20+label=1,dynamic-nog-0.5*a,20,1,0,0.748,67.7139646,126.1656987,3.633549452,0.46484375,0.335
guide_mode=dynamic-nog-0.5*a+scale=20+label=6,dynamic-nog-0.5*a,20,6,0,0.4141,133.0907806,142.455516,5.310342789,0.413574219,0.385
guide_mode=dynamic-nog-0.5*a+scale=20+label=8,dynamic-nog-0.5*a,20,8,0,0.5317,91.66236103,119.4779413,4.872625828,0.453613281,0.376
guide_mode=dynamic-nog-0.5*a+scale=50+label=1,dynamic-nog-0.5*a,50,1,0,0.7886,98.24579384,138.4429435,3.494543076,0.382324219,0.226
guide_mode=dynamic-nog-0.5*a+scale=50+label=6,dynamic-nog-0.5*a,50,6,0,0.4023,149.4636846,149.1837096,4.984221935,0.401855469,0.382
guide_mode=dynamic-nog-0.5*a+scale=50+label=8,dynamic-nog-0.5*a,50,8,0,0.6108,84.66127335,119.6835513,4.502594948,0.481445313,0.37
guide_mode=dynamic-nog-0.5*a+scale=100+label=1,dynamic-nog-0.5*a,100,1,0,0.7402,110.6310928,141.9503549,3.56445837,0.352539063,0.218
guide_mode=dynamic-nog-0.5*a+scale=100+label=6,dynamic-nog-0.5*a,100,6,0,0.4126,154.9008298,154.2811215,5.028356552,0.414550781,0.401
guide_mode=dynamic-nog-0.5*a+scale=100+label=8,dynamic-nog-0.5*a,100,8,0,0.6582,85.10911304,120.1437383,4.287725449,0.48828125,0.312
guide_mode=dynamic-one-0.1*(1-a)+scale=2+label=1,dynamic-one-0.1*(1-a),2,1,0,0.2759,129.0521737,139.8703932,4.381958961,0.21484375,0.365
guide_mode=dynamic-one-0.1*(1-a)+scale=2+label=6,dynamic-one-0.1*(1-a),2,6,0,0.2002,166.6261737,168.3184338,4.321703911,0.375488281,0.207
guide_mode=dynamic-one-0.1*(1-a)+scale=2+label=8,dynamic-one-0.1*(1-a),2,8,0,0.2842,144.9965238,126.3829466,4.337150097,0.381835938,0.453
guide_mode=dynamic-one-0.1*(1-a)+scale=5+label=1,dynamic-one-0.1*(1-a),5,1,0,0.4473,108.5538971,131.4457498,4.352452278,0.25390625,0.313
guide_mode=dynamic-one-0.1*(1-a)+scale=5+label=6,dynamic-one-0.1*(1-a),5,6,0,0.271,162.2803912,161.4168347,4.447264194,0.381347656,0.138
guide_mode=dynamic-one-0.1*(1-a)+scale=5+label=8,dynamic-one-0.1*(1-a),5,8,0,0.373,139.1430218,125.2823641,4.366036415,0.390136719,0.368
guide_mode=dynamic-one-0.1*(1-a)+scale=20+label=1,dynamic-one-0.1*(1-a),20,1,0,0.7246,93.92429946,130.4336959,3.775226355,0.33203125,0.184
guide_mode=dynamic-one-0.1*(1-a)+scale=20+label=6,dynamic-one-0.1*(1-a),20,6,0,0.3516,163.7195975,153.9664875,4.482874393,0.387207031,0.233
guide_mode=dynamic-one-0.1*(1-a)+scale=20+label=8,dynamic-one-0.1*(1-a),20,8,0,0.5054,127.9486432,126.0570594,4.216533184,0.395019531,0.325
guide_mode=dynamic-one-0.1*(1-a)+scale=50+label=1,dynamic-one-0.1*(1-a),50,1,0,0.7817,119.3832933,140.477952,3.395979166,0.297363281,0.179
guide_mode=dynamic-one-0.1*(1-a)+scale=50+label=6,dynamic-one-0.1*(1-a),50,6,0,0.3794,174.3414065,154.4406076,4.41063261,0.388671875,0.224
guide_mode=dynamic-one-0.1*(1-a)+scale=50+label=8,dynamic-one-0.1*(1-a),50,8,0,0.5884,121.5946212,125.5906205,4.159267426,0.441894531,0.257
guide_mode=dynamic-one-0.1*(1-a)+scale=100+label=1,dynamic-one-0.1*(1-a),100,1,0,0.7153,127.5911136,141.8347728,3.520586729,0.305664063,0.148
guide_mode=dynamic-one-0.1*(1-a)+scale=100+label=6,dynamic-one-0.1*(1-a),100,6,0,0.3877,178.5746171,157.9718614,4.571579933,0.366210938,0.166
guide_mode=dynamic-one-0.1*(1-a)+scale=100+label=8,dynamic-one-0.1*(1-a),100,8,0,0.6255,119.0944557,125.6050536,4.19316721,0.442382813,0.198
guide_mode=dynamic-one-0.5*(1-a)+scale=2+label=1,dynamic-one-0.5*(1-a),2,1,0,0.3389,108.950905,130.9881746,4.835090637,0.249511719,0.46
guide_mode=dynamic-one-0.5*(1-a)+scale=2+label=6,dynamic-one-0.5*(1-a),2,6,0,0.2285,157.7853505,153.8731978,5.180484295,0.379882813,0.403
guide_mode=dynamic-one-0.5*(1-a)+scale=2+label=8,dynamic-one-0.5*(1-a),2,8,0,0.2461,136.9156863,121.4405366,4.850154877,0.401855469,0.461
guide_mode=dynamic-one-0.5*(1-a)+scale=5+label=1,dynamic-one-0.5*(1-a),5,1,0,0.5151,87.75494878,124.7010081,4.382894993,0.322753906,0.405
guide_mode=dynamic-one-0.5*(1-a)+scale=5+label=6,dynamic-one-0.5*(1-a),5,6,0,0.312,150.7664744,148.9879932,5.069042206,0.385253906,0.327
guide_mode=dynamic-one-0.5*(1-a)+scale=5+label=8,dynamic-one-0.5*(1-a),5,8,0,0.3389,127.2463231,119.3836855,4.931954861,0.411621094,0.416
guide_mode=dynamic-one-0.5*(1-a)+scale=20+label=1,dynamic-one-0.5*(1-a),20,1,0,0.7549,79.5266141,127.3525902,3.685139894,0.397460938,0.311
guide_mode=dynamic-one-0.5*(1-a)+scale=20+label=6,dynamic-one-0.5*(1-a),20,6,0,0.3652,156.0311501,147.2455194,5.067948341,0.415527344,0.367
guide_mode=dynamic-one-0.5*(1-a)+scale=20+label=8,dynamic-one-0.5*(1-a),20,8,0,0.4487,113.9124672,118.5442512,4.769644737,0.418945313,0.362
guide_mode=dynamic-one-0.5*(1-a)+scale=50+label=1,dynamic-one-0.5*(1-a),50,1,0,0.7827,107.9262208,139.5794955,3.480083227,0.358886719,0.22
guide_mode=dynamic-one-0.5*(1-a)+scale=50+label=6,dynamic-one-0.5*(1-a),50,6,0,0.3574,170.8494113,153.6414863,4.873089314,0.412597656,0.324
guide_mode=dynamic-one-0.5*(1-a)+scale=50+label=8,dynamic-one-0.5*(1-a),50,8,0,0.5312,106.3199803,118.2399274,4.605589867,0.432617188,0.302
guide_mode=dynamic-one-0.5*(1-a)+scale=100+label=1,dynamic-one-0.5*(1-a),100,1,0,0.7441,117.8130485,142.3597688,3.461288452,0.357421875,0.199
guide_mode=dynamic-one-0.5*(1-a)+scale=100+label=6,dynamic-one-0.5*(1-a),100,6,0,0.3862,175.705838,158.473578,4.755298138,0.397460938,0.29
guide_mode=dynamic-one-0.5*(1-a)+scale=100+label=8,dynamic-one-0.5*(1-a),100,8,0,0.5718,105.3082042,118.6267626,4.348023415,0.449707031,0.32
guide_mode=dynamic-two-0.1*a*(1-a)+scale=2+label=1,dynamic-two-0.1*a*(1-a),2,1,0,0.2837,92.54085719,134.5670152,5.796404839,0.290527344,0.634
guide_mode=dynamic-two-0.1*a*(1-a)+scale=2+label=6,dynamic-two-0.1*a*(1-a),2,6,0,0.2588,88.11999367,139.5365087,6.305312634,0.419921875,0.637
guide_mode=dynamic-two-0.1*a*(1-a)+scale=2+label=8,dynamic-two-0.1*a*(1-a),2,8,0,0.3291,89.21862902,122.1378418,6.469184399,0.311035156,0.645
guide_mode=dynamic-two-0.1*a*(1-a)+scale=5+label=1,dynamic-two-0.1*a*(1-a),5,1,0,0.4634,67.47934385,128.9714745,4.742522717,0.395507813,0.631
guide_mode=dynamic-two-0.1*a*(1-a)+scale=5+label=6,dynamic-two-0.1*a*(1-a),5,6,0,0.3545,80.03279619,138.0399842,5.982028484,0.43359375,0.637
guide_mode=dynamic-two-0.1*a*(1-a)+scale=5+label=8,dynamic-two-0.1*a*(1-a),5,8,0,0.4341,72.38045508,118.5021094,5.751488686,0.375488281,0.594
guide_mode=dynamic-two-0.1*a*(1-a)+scale=20+label=1,dynamic-two-0.1*a*(1-a),20,1,0,0.7207,57.78160141,132.7896158,3.680886984,0.531738281,0.48
guide_mode=dynamic-two-0.1*a*(1-a)+scale=20+label=6,dynamic-two-0.1*a*(1-a),20,6,0,0.4185,91.86824926,142.8146563,5.428460121,0.457519531,0.553
guide_mode=dynamic-two-0.1*a*(1-a)+scale=20+label=8,dynamic-two-0.1*a*(1-a),20,8,0,0.5889,55.14396425,115.1887352,4.899831772,0.454101563,0.551
guide_mode=dynamic-two-0.1*a*(1-a)+scale=50+label=1,dynamic-two-0.1*a*(1-a),50,1,0,0.7764,88.09579734,145.801233,3.557708979,0.445800781,0.337
guide_mode=dynamic-two-0.1*a*(1-a)+scale=50+label=6,dynamic-two-0.1*a*(1-a),50,6,0,0.4272,114.5808943,150.4613506,5.051032543,0.418457031,0.498
guide_mode=dynamic-two-0.1*a*(1-a)+scale=50+label=8,dynamic-two-0.1*a*(1-a),50,8,0,0.6855,49.88456489,115.2052521,4.361172676,0.510253906,0.465
guide_mode=dynamic-two-0.1*a*(1-a)+scale=100+label=1,dynamic-two-0.1*a*(1-a),100,1,0,0.7339,101.3883939,149.0319224,3.753657579,0.410644531,0.319
guide_mode=dynamic-two-0.1*a*(1-a)+scale=100+label=6,dynamic-two-0.1*a*(1-a),100,6,0,0.4365,127.0156395,154.4547655,5.224338055,0.421875,0.547
guide_mode=dynamic-two-0.1*a*(1-a)+scale=100+label=8,dynamic-two-0.1*a*(1-a),100,8,0,0.7261,52.69853127,116.34349,4.054463387,0.521972656,0.42
